N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,CODE
712.0,KTis,4020.0,80.0,-1.95%,500.0,1399.0,34802.0,4.72,2668092.0,5.13,13.89,058860
713.0,종근당바이오,25300.0,300.0,+1.20%,2500.0,1388.0,5486.0,1.63,5817.0,-13.27,-3.98,063160
714.0,한국공항,43500.0,600.0,-1.36%,5000.0,1377.0,3166.0,4.35,13025.0,30.89,1.16,005430
715.0,한국화장품,8560.0,0.0,0.00%,500.0,1375.0,16068.0,0.74,49473.0,-26.58,-28.04,123690
716.0,두산퓨얼셀1우,10290.0,10.0,+0.10%,100.0,1375.0,13364.0,15.34,6017.0,205.8,,33626K
717.0,노루홀딩스,10210.0,40.0,+0.39%,500.0,1357.0,13291.0,4.35,7980.0,28.6,0.43,000320
718.0,TIGER 200선물인버스2X,2950.0,30.0,-1.01%,0.0,1357.0,46000.0,1.09,4280968.0,,,252710
719.0,광전자,2330.0,10.0,+0.43%,500.0,1350.0,57944.0,20.14,47724.0,6.79,5.39,017900
720.0,한국특강,2225.0,10.0,+0.45%,500.0,1348.0,60590.0,0.15,8756.0,3.71,30.23,007280
721.0,한국수출포장,33700.0,700.0,-2.03%,5000.0,1348.0,4000.0,3.89,25365.0,7.31,6.15,002200
722.0,TIGER 중국소비테마,7470.0,45.0,+0.61%,0.0,1347.0,18030.0,0.01,93910.0,,,150460
723.0,사조동아원,953.0,2.0,-0.21%,500.0,1345.0,141145.0,1.69,299315.0,-9.25,1.13,008040
724.0,디와이파워,12080.0,280.0,+2.37%,500.0,1334.0,11042.0,3.56,179450.0,7.28,14.97,210540
725.0,TIGER 헬스케어,26345.0,100.0,+0.38%,0.0,1323.0,5020.0,0.1,12308.0,,,143860
726.0,TIGER 반도체,27590.0,595.0,+2.20%,0.0,1313.0,4760.0,0.05,34507.0,,,091230
727.0,KBSTAR 단기국공채액티브,104225.0,15.0,-0.01%,0.0,1305.0,1252.0,0.0,384.0,,,272560
728.0,HDC현대EP,4085.0,0.0,0.00%,500.0,1303.0,31900.0,5.13,22105.0,-71.67,3.47,089470
729.0,센트랄모텍,15110.0,130.0,+0.87%,500.0,1301.0,8610.0,0.36,29685.0,-42.56,1.41,308170
730.0,유화증권,2285.0,25.0,+1.11%,1000.0,1296.0,56702.0,1.37,9425.0,26.26,2.0,003460
731.0,TRUE 코스피 양매도 5% OTM ETN,8530.0,0.0,0.00%,0.0,1280.0,15000.0,0.0,0.0,,,570019
732.0,조선선재,101300.0,1100.0,+1.10%,500.0,1274.0,1258.0,1.27,2946.0,9.65,11.95,120030
733.0,SK이노베이션우,102000.0,600.0,-0.58%,5000.0,1273.0,1248.0,17.79,2663.0,4.32,,096775
734.0,극동유화,3650.0,15.0,+0.41%,500.0,1273.0,34869.0,1.94,67106.0,6.21,6.49,014530
735.0,TIGER 23-12 국공채액티브,202375.0,35.0,-0.02%,0.0,1271.0,628.0,0.0,29.0,,,447780
736.0,황금에스티,7470.0,100.0,+1.36%,500.0,1270.0,17000.0,4.96,91862.0,3.56,10.57,032560
737.0,미창석유,72900.0,0.0,0.00%,5000.0,1268.0,1740.0,31.99,1007.0,5.28,11.45,003650
738.0,조흥,210500.0,3000.0,+1.45%,5000.0,1263.0,600.0,0.0,81.0,25.63,11.52,002600
739.0,TIGER 현대차그룹+펀더멘털,22055.0,160.0,+0.73%,0.0,1257.0,5700.0,0.03,57529.0,,,138540
740.0,동방,2615.0,0.0,0.00%,1000.0,1254.0,47972.0,2.71,147019.0,-28.42,-0.65,004140
741.0,CJ씨푸드,3480.0,45.0,-1.28%,500.0,1250.0,35931.0,1.08,386998.0,82.86,3.32,011150
742.0,동양철관,1047.0,9.0,-0.85%,500.0,1245.0,118885.0,2.07,467172.0,38.78,-4.4,008970
743.0,한국내화,3025.0,25.0,-0.82%,500.0,1242.0,41067.0,0.21,35593.0,35.17,2.86,010040
744.0,대창,1356.0,17.0,+1.27%,500.0,1236.0,91140.0,2.11,229873.0,-31.53,12.01,012800
745.0,미래에셋 코스피 양매도 5% OTM ETN,8220.0,0.0,0.00%,0.0,1233.0,15000.0,0.0,0.0,,,520026
746.0,TIGER 투자등급회사채액티브,102645.0,225.0,+0.22%,0.0,1232.0,1200.0,0.0,1661.0,,,438330
747.0,대신증권2우B,12260.0,70.0,+0.57%,5000.0,1226.0,10000.0,1.98,9171.0,4.76,,003547
748.0,KODEX 배당가치,12115.0,25.0,+0.21%,0.0,1212.0,10000.0,0.01,32444.0,,,325020
749.0,유니온머티리얼,2875.0,95.0,+3.42%,500.0,1208.0,42000.0,0.08,3264897.0,25.44,0.65,047400
750.0,인천도시가스,27600.0,0.0,0.00%,5000.0,1207.0,4375.0,2.76,874.0,8.44,1.94,034590
751.0,삼익악기,1330.0,2.0,+0.15%,500.0,1204.0,90531.0,2.57,46232.0,-33.25,10.29,002450
752.0,인지컨트롤스,7610.0,50.0,+0.66%,500.0,1203.0,15809.0,2.73,53469.0,12.14,1.9,023800
753.0,KODEX 미국나스닥100선물(H),15460.0,300.0,+1.98%,0.0,1198.0,7750.0,0.76,97991.0,,,304940
754.0,TIGER 미디어컨텐츠,7655.0,65.0,+0.86%,0.0,1194.0,15600.0,0.1,144757.0,,,228810
755.0,한양증권,9380.0,40.0,+0.43%,5000.0,1194.0,12729.0,6.84,22130.0,3.29,20.28,001750
756.0,세이브존I&C,2890.0,35.0,+1.23%,1000.0,1186.0,41041.0,9.19,76755.0,26.27,1.63,067830
757.0,SG세계물산,582.0,2.0,+0.34%,500.0,1178.0,202425.0,1.77,351841.0,-97.0,21.32,004060
758.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,58310.0,3295.0,+5.99%,0.0,1166.0,2000.0,0.0,10766.0,,,570084
759.0,이지스레지던스리츠,4100.0,45.0,-1.09%,1000.0,1163.0,28359.0,0.5,16186.0,0.88,,350520
760.0,KBSTAR 코스닥150,11080.0,170.0,+1.56%,0.0,1157.0,10440.0,0.19,7070.0,,,270810
761.0,한진중공업홀딩스,3900.0,85.0,+2.23%,5000.0,1152.0,29530.0,1.62,23558.0,8.02,-2.0,003480
762.0,KH 필룩스,659.0,5.0,-0.75%,500.0,1145.0,173676.0,4.65,1976767.0,-9.98,-0.25,033180
763.0,토니모리,4725.0,70.0,-1.46%,200.0,1137.0,24055.0,1.28,126280.0,-17.7,-9.01,214420
764.0,미래에셋글로벌리츠,3900.0,20.0,-0.51%,1000.0,1133.0,29060.0,1.27,25002.0,56.52,,396690
765.0,CJ우,50000.0,0.0,0.00%,5000.0,1130.0,2260.0,7.37,477.0,5.08,,001045
766.0,삼일제약,8240.0,120.0,-1.44%,500.0,1130.0,13714.0,4.32,75694.0,-22.51,-8.27,000520
767.0,삼성 레버리지 천연가스 선물 ETN B,2510.0,190.0,-7.04%,0.0,1130.0,45000.0,0.0,3825339.0,,,530068
768.0,ARIRANG 국고채30년액티브,98600.0,1720.0,+1.78%,0.0,1118.0,1134.0,0.0,30.0,,,451600
769.0,계양전기,3405.0,0.0,0.00%,500.0,1110.0,32600.0,2.57,0.0,-8.82,-3.37,012200
770.0,보락,1851.0,9.0,-0.48%,200.0,1109.0,59900.0,1.2,374674.0,40.24,3.79,002760
771.0,크라운제과,8850.0,10.0,+0.11%,200.0,1108.0,12524.0,2.94,13231.0,4.73,8.36,264900
772.0,모나리자,3030.0,35.0,+1.17%,500.0,1108.0,36571.0,1.44,58089.0,39.35,4.46,012690
773.0,삼원강재,2765.0,20.0,-0.72%,500.0,1106.0,40000.0,0.42,22600.0,9.28,4.08,023000
774.0,대양금속,3315.0,20.0,-0.60%,500.0,1106.0,33362.0,1.21,858306.0,5.43,17.39,009190
775.0,KODEX 삼성그룹밸류,9120.0,50.0,+0.55%,0.0,1104.0,12100.0,0.02,120362.0,,,213610
776.0,세원이앤씨,506.0,10.0,+2.02%,500.0,1092.0,215901.0,3.0,2048828.0,-10.12,-1.44,091090
777.0,크라운해태홀딩스,7340.0,90.0,-1.21%,500.0,1090.0,14847.0,2.58,29379.0,22.38,1.56,005740
778.0,KODEX 미국채울트라30년선물(H),8980.0,90.0,+1.01%,0.0,1087.0,12100.0,0.15,265743.0,,,304660
779.0,HL D&I,2870.0,25.0,+0.88%,5000.0,1087.0,37859.0,1.9,23287.0,3.32,25.1,014790
780.0,깨끗한나라,2910.0,20.0,-0.68%,1000.0,1084.0,37241.0,1.01,30751.0,29.1,3.75,004540
781.0,TIGER 종합채권(AA-이상)액티브,49995.0,200.0,+0.40%,0.0,1079.0,2158.0,0.0,25434.0,,,451540
782.0,에이플러스에셋,4760.0,0.0,0.00%,500.0,1076.0,22608.0,0.91,18088.0,2.44,12.59,244920
783.0,유유제약,6220.0,30.0,-0.48%,1000.0,1072.0,17232.0,2.23,18855.0,-22.29,-1.86,000220
784.0,기신정기,3670.0,5.0,+0.14%,500.0,1072.0,29200.0,64.2,25952.0,16.83,3.44,092440
785.0,대구백화점,9850.0,50.0,+0.51%,5000.0,1066.0,10822.0,0.52,191.0,-28.89,-2.26,006370
786.0,마스턴프리미어리츠,4005.0,25.0,-0.62%,1000.0,1065.0,26580.0,0.9,39251.0,129.19,,357430
787.0,무림페이퍼,2555.0,15.0,-0.58%,2500.0,1063.0,41609.0,4.11,119837.0,13.31,-1.61,009200
788.0,가온전선,16680.0,300.0,+1.83%,5000.0,1061.0,6359.0,1.76,25071.0,5.95,2.2,000500
789.0,화성산업,10440.0,90.0,+0.87%,5000.0,1060.0,10150.0,8.35,20152.0,4.47,7.37,002460
790.0,일신석재,1368.0,12.0,-0.87%,500.0,1060.0,77457.0,0.71,3088797.0,136.8,-0.12,007110
791.0,TRUE 레버리지 S&P500 선물 ETN(H),21100.0,575.0,+2.80%,0.0,1055.0,5000.0,0.0,350.0,,,570022
792.0,한신공영,9100.0,20.0,+0.22%,5000.0,1053.0,11571.0,9.47,30865.0,2.23,7.55,004960
793.0,남광토건,10700.0,180.0,+1.71%,5000.0,1052.0,9833.0,0.51,41084.0,6.55,28.15,001260
794.0,키움 INDXX 미국테크탑10 ETN,10520.0,0.0,0.00%,0.0,1052.0,10000.0,0.0,0.0,,,760005
795.0,써니전자,3010.0,100.0,-3.22%,500.0,1049.0,34845.0,1.85,1988098.0,24.67,6.82,004770
796.0,이구산업,3130.0,20.0,+0.64%,500.0,1047.0,33442.0,1.73,232429.0,12.62,18.72,025820
797.0,ACE 국고채10년,87315.0,255.0,+0.29%,0.0,1045.0,1197.0,0.0,3462.0,,,365780
798.0,광명전기,2410.0,0.0,0.00%,500.0,1044.0,43338.0,1.87,584709.0,20.96,5.54,017040
799.0,지투알,6300.0,40.0,+0.64%,1000.0,1044.0,16567.0,32.36,108732.0,7.01,11.29,035000
800.0,팜젠사이언스,6550.0,50.0,-0.76%,500.0,1037.0,15831.0,2.51,55050.0,1.19,30.85,004720
801.0,이아이디,894.0,5.0,+0.56%,200.0,1035.0,115720.0,1.42,234196.0,-0.95,2.44,093230
802.0,와이투솔루션,648.0,9.0,+1.41%,500.0,1032.0,159236.0,0.62,1724911.0,-12.71,-16.18,011690
803.0,한화솔루션우,35850.0,200.0,+0.56%,5000.0,1027.0,2866.0,6.19,65990.0,23.59,,009835
804.0,인바이오젠,728.0,12.0,+1.68%,500.0,1026.0,140884.0,0.24,161284.0,-2.94,73.56,101140
805.0,KODEX 미국S&P500선물(H),19690.0,280.0,+1.44%,0.0,1024.0,5200.0,0.5,34586.0,,,219480
806.0,KODEX 차이나CSI300,12560.0,135.0,-1.06%,0.0,1024.0,8150.0,0.0,11487.0,,,283580
807.0,히어로즈 단기채권ESG액티브,101270.0,0.0,0.00%,0.0,1023.0,1010.0,0.06,0.0,,,419890
808.0,대현,2305.0,5.0,+0.22%,500.0,1021.0,44282.0,7.04,178835.0,3.85,9.07,016090
809.0,삼화전기,15350.0,190.0,+1.25%,1000.0,1015.0,6614.0,24.09,8165.0,8.51,24.67,009470
810.0,엔에이치스팩19호,1978.0,2.0,-0.10%,100.0,1015.0,51290.0,2.49,389613.0,131.87,,380440
811.0,아모레G우,15720.0,210.0,+1.35%,500.0,1013.0,6444.0,39.21,14163.0,40.62,,002795
812.0,조광페인트,7900.0,10.0,+0.13%,500.0,1011.0,12800.0,1.64,12258.0,-5.4,-12.94,004910
813.0,남성,2790.0,205.0,+7.93%,500.0,1010.0,36212.0,0.42,6202546.0,13.29,6.28,004270
814.0,갤럭시아에스엠,3655.0,80.0,-2.14%,500.0,1007.0,27550.0,1.44,962909.0,20.42,13.69,011420
815.0,현대코퍼레이션홀딩스,11030.0,40.0,+0.36%,5000.0,1004.0,9101.0,3.02,8440.0,3.78,6.68,227840
816.0,DSR,6270.0,20.0,-0.32%,500.0,1003.0,16000.0,0.95,41205.0,4.23,7.29,155660
817.0,KBSTAR 25-11 회사채(AA-이상)액티브,52730.0,55.0,+0.10%,0.0,1003.0,1902.0,0.0,14686.0,,,448600
818.0,플레이그램,849.0,13.0,-1.51%,100.0,1001.0,117861.0,0.94,499251.0,-7.13,-31.6,009810
819.0,콤텍시스템,821.0,36.0,-4.20%,500.0,994.0,121051.0,1.42,3957299.0,28.31,2.03,031820
820.0,사조씨푸드,5760.0,60.0,-1.03%,1000.0,992.0,17219.0,1.73,117532.0,13.21,4.47,014710
821.0,대동전자,9430.0,50.0,-0.53%,500.0,989.0,10490.0,41.2,12823.0,8.96,5.13,008110
822.0,국제약품,4885.0,35.0,-0.71%,1000.0,987.0,20195.0,1.22,78335.0,-63.44,-2.24,002720
823.0,신영와코루,10850.0,10.0,-0.09%,500.0,976.0,9000.0,26.34,2016.0,12.46,2.03,005800
824.0,대원화성,2360.0,0.0,0.00%,500.0,973.0,41249.0,1.36,100167.0,-17.48,-9.53,024890
825.0,SH에너지화학,874.0,4.0,-0.46%,500.0,971.0,111134.0,33.04,466238.0,30.14,0.69,002360
826.0,대유플러스,801.0,2.0,-0.25%,500.0,969.0,120999.0,1.6,236916.0,22.89,-2.17,000300
827.0,SK우,170800.0,100.0,-0.06%,200.0,967.0,566.0,0.64,888.0,3.7,,03473K
828.0,TIGER 미국채10년선물,11210.0,55.0,-0.49%,0.0,964.0,8600.0,0.08,42651.0,,,305080
829.0,TRUE 레버리지 나스닥 100 ETN,19150.0,545.0,+2.93%,0.0,958.0,5000.0,0.0,5523.0,,,570043
830.0,다스코,4930.0,100.0,+2.07%,500.0,956.0,19397.0,2.39,183108.0,18.89,-2.02,058730
831.0,KBSTAR 2차전지액티브,10650.0,120.0,+1.14%,0.0,952.0,8940.0,0.33,251945.0,,,422420
832.0,삼호개발,3800.0,25.0,-0.65%,500.0,950.0,25000.0,4.61,12073.0,7.8,6.45,010960
833.0,삼영화학,2790.0,0.0,0.00%,500.0,949.0,34000.0,2.0,95518.0,19.51,7.5,003720
834.0,지엠비코리아,4970.0,30.0,-0.60%,500.0,948.0,19072.0,55.07,22397.0,5.35,4.24,013870
835.0,명문제약,2780.0,0.0,0.00%,500.0,944.0,33953.0,0.89,55361.0,-19.86,-8.2,017180
836.0,유니켐,1290.0,52.0,+4.20%,500.0,941.0,72921.0,2.45,400653.0,-37.94,3.49,011330
837.0,고려산업,3750.0,5.0,+0.13%,1000.0,935.0,24939.0,1.8,211887.0,-16.45,4.32,002140
838.0,혜인,7350.0,390.0,+5.60%,500.0,934.0,12713.0,0.81,2249773.0,120.49,4.98,003010
839.0,텔코웨어,9630.0,10.0,+0.10%,500.0,934.0,9703.0,1.01,7627.0,101.37,1.65,078000
840.0,KODEX 차이나과창판STAR50(합성),7760.0,25.0,-0.32%,0.0,931.0,12000.0,0.12,2574.0,,,415340
841.0,보해양조,669.0,5.0,+0.75%,500.0,931.0,139120.0,1.08,390711.0,-83.62,-1.12,000890
842.0,KBSTAR Fn5G테크,8600.0,70.0,+0.82%,0.0,929.0,10800.0,0.0,6124.0,,,367760
843.0,상상인증권,856.0,14.0,+1.66%,1000.0,927.0,108337.0,0.61,465433.0,65.85,4.88,001290
844.0,금비,92200.0,400.0,-0.43%,5000.0,922.0,1000.0,1.47,4919.0,-6.97,-13.84,008870
845.0,새론오토모티브,4795.0,50.0,-1.03%,500.0,921.0,19200.0,66.57,4694.0,6.44,6.15,075180
846.0,한솔홈데코,1140.0,1.0,-0.09%,1000.0,918.0,80565.0,2.72,192020.0,-35.62,3.47,025750
847.0,IHQ,391.0,1.0,+0.26%,500.0,915.0,234096.0,1.06,323766.0,-1.97,-8.7,003560
848.0,동일고무벨트,6510.0,90.0,+1.40%,500.0,905.0,13900.0,2.19,17040.0,9.82,3.01,163560
849.0,DRB동일,4540.0,85.0,+1.91%,500.0,905.0,19930.0,0.43,17880.0,19.91,-1.13,004840
850.0,태평양물산,1856.0,37.0,-1.95%,500.0,903.0,48636.0,4.35,712974.0,6.05,-8.32,007980
851.0,DSR제강,6250.0,80.0,-1.26%,500.0,900.0,14400.0,1.94,210938.0,3.77,5.08,069730
852.0,두올,2715.0,35.0,+1.31%,2500.0,898.0,33067.0,0.76,63130.0,15.51,8.56,016740
853.0,범양건영,3610.0,45.0,+1.26%,1000.0,896.0,24832.0,0.46,142736.0,12.24,5.79,002410
854.0,KBSTAR 코스닥150선물레버리지,8745.0,175.0,+2.04%,0.0,888.0,10150.0,0.33,16058.0,,,278240
855.0,휴니드,6270.0,0.0,0.00%,5000.0,885.0,14116.0,25.55,39502.0,-77.41,10.29,005870
856.0,조비,17040.0,260.0,-1.50%,5000.0,885.0,5192.0,1.22,16558.0,12.5,3.54,001550
857.0,인디에프,1249.0,0.0,0.00%,500.0,883.0,70713.0,0.94,627749.0,-7.96,-50.83,014990
858.0,동방아그로,6480.0,10.0,+0.15%,500.0,882.0,13618.0,31.06,5848.0,18.05,4.86,007590
859.0,쌍방울,336.0,4.0,+1.20%,500.0,882.0,262592.0,2.54,1530715.0,-1.09,-8.37,102280
860.0,신풍제약우,40050.0,50.0,-0.12%,500.0,881.0,2200.0,0.11,3972.0,-74.03,,019175
861.0,TIGER 미국다우존스30,21460.0,170.0,+0.80%,0.0,880.0,4100.0,0.61,8430.0,,,245340
862.0,시디즈,43800.0,650.0,+1.51%,500.0,876.0,2000.0,0.89,12968.0,19.97,23.47,134790
863.0,한창제지,1462.0,7.0,+0.48%,500.0,872.0,59667.0,1.21,86765.0,11.7,14.78,009460
864.0,TIGER 200 건설,2830.0,5.0,+0.18%,0.0,868.0,30660.0,0.12,681690.0,,,139220
865.0,제일연마,8640.0,60.0,-0.69%,500.0,864.0,10000.0,4.72,1577.0,39.63,6.81,001560
866.0,코스맥스비티아이,8980.0,60.0,-0.66%,500.0,862.0,9604.0,4.21,12770.0,16.91,4.72,044820
867.0,신세계건설,21500.0,550.0,-2.49%,5000.0,860.0,4000.0,5.8,38393.0,6.47,12.21,034300
868.0,이건산업,7850.0,120.0,+1.55%,5000.0,860.0,10953.0,4.92,32338.0,28.34,6.44,008250
869.0,한세엠케이,2855.0,15.0,-0.52%,500.0,860.0,30107.0,0.53,9571.0,-1.21,-49.66,069640
870.0,KODEX 미국메타버스나스닥액티브,6480.0,85.0,+1.33%,0.0,855.0,13200.0,3.33,23607.0,,,411420
871.0,한솔로지스틱스,3110.0,10.0,+0.32%,500.0,855.0,27477.0,4.18,109898.0,3.66,35.28,009180
872.0,큐로,369.0,4.0,+1.10%,500.0,853.0,231212.0,1.09,281851.0,21.71,-12.68,015590
873.0,대유에이텍,739.0,6.0,-0.81%,500.0,853.0,115378.0,1.19,88309.0,-3.57,-14.41,002880
874.0,ACE G2전기차&자율주행액티브,9070.0,0.0,0.00%,0.0,853.0,9400.0,0.03,13915.0,,,414270
875.0,한국프랜지,2795.0,5.0,-0.18%,1000.0,851.0,30450.0,3.54,100680.0,2.25,7.74,010100
876.0,천일고속,59400.0,300.0,+0.51%,5000.0,849.0,1429.0,0.04,25.0,-10.95,-1.54,000650
877.0,국동,1513.0,13.0,+0.87%,500.0,844.0,55771.0,2.56,257406.0,27.02,-8.54,005320
878.0,한일철강,3150.0,45.0,+1.45%,500.0,841.0,26697.0,0.97,35531.0,17.6,15.87,002220
879.0,덕양산업,2580.0,15.0,-0.58%,500.0,840.0,32565.0,0.43,27902.0,6.79,12.38,024900
880.0,메타랩스,3365.0,10.0,-0.30%,2500.0,838.0,24905.0,0.0,54016.0,-2.64,-27.64,090370
881.0,마니커,1317.0,20.0,-1.50%,500.0,836.0,63511.0,1.55,189861.0,-1.85,-83.92,027740
882.0,하이스틸,4140.0,60.0,-1.43%,500.0,836.0,20191.0,1.77,876541.0,7.98,8.73,071090
883.0,화승코퍼레이션,1663.0,3.0,-0.18%,500.0,832.0,50051.0,0.59,106536.0,-4.04,-23.17,013520
884.0,삼성공조,10220.0,220.0,+2.20%,500.0,830.0,8126.0,1.01,13394.0,26.41,-1.13,006660
885.0,인터지스,2785.0,5.0,+0.18%,500.0,828.0,29748.0,3.38,58585.0,2.69,7.51,129260
886.0,삼화왕관,38450.0,100.0,-0.26%,5000.0,828.0,2154.0,4.54,2346.0,-4.39,0.99,004450
887.0,SK케미칼우,39150.0,50.0,+0.13%,5000.0,828.0,2115.0,15.93,3490.0,3.67,,28513K
888.0,비상교육,6370.0,10.0,-0.16%,500.0,828.0,12997.0,5.54,68585.0,22.83,3.06,100220
889.0,대원전선,1147.0,4.0,-0.35%,500.0,825.0,71965.0,2.82,108846.0,33.74,1.51,006340
890.0,덕성,5260.0,30.0,-0.57%,500.0,825.0,15680.0,4.04,69630.0,14.94,7.83,004830
891.0,까뮤이앤씨,1826.0,16.0,-0.87%,500.0,824.0,45152.0,0.72,288015.0,-28.98,-3.32,013700
892.0,NH프라임리츠,4400.0,45.0,-1.01%,500.0,821.0,18660.0,0.34,22366.0,11.17,7.59,338100
893.0,솔루스첨단소재1우,9680.0,150.0,+1.57%,100.0,818.0,8455.0,11.96,55075.0,-220.0,,33637K
894.0,유니드비티플러스,7710.0,30.0,+0.39%,1000.0,818.0,10611.0,5.39,82703.0,,,446070
895.0,진양산업,6290.0,10.0,+0.16%,500.0,818.0,13000.0,1.29,35646.0,16.01,13.64,003780
896.0,신송홀딩스,6880.0,170.0,+2.53%,500.0,814.0,11829.0,1.63,175135.0,14.16,8.05,006880
897.0,부산산업,76900.0,600.0,-0.77%,5000.0,812.0,1056.0,2.08,3537.0,48.86,-3.26,011390
898.0,사조오양,8600.0,130.0,+1.53%,5000.0,810.0,9423.0,2.32,33460.0,4.99,8.27,006090
899.0,KODEX 은선물(H),4350.0,5.0,+0.12%,0.0,809.0,18600.0,0.0,68581.0,,,144600
900.0,유엔젤,6120.0,220.0,-3.47%,500.0,808.0,13195.0,0.49,2584075.0,82.7,33.1,072130
901.0,카프로,2010.0,10.0,-0.50%,500.0,804.0,40000.0,2.75,114557.0,-0.99,1.57,006380
902.0,오리엔트바이오,678.0,2.0,-0.29%,500.0,804.0,118583.0,1.11,162198.0,2.55,51.92,002630
903.0,호전실업,8240.0,140.0,+1.73%,500.0,803.0,9750.0,3.04,49052.0,2.57,10.38,111110
904.0,서울식품,214.0,1.0,+0.47%,100.0,802.0,374756.0,1.45,1466848.0,-30.57,-21.25,004410
905.0,KODEX WTI원유선물(H),14515.0,125.0,+0.87%,0.0,802.0,5525.0,0.06,139031.0,,,261220
906.0,TIGER 200선물레버리지,11925.0,150.0,+1.27%,0.0,799.0,6700.0,0.0,169060.0,,,267770
907.0,KBSTAR 미국단기투자등급회사채액티브,9660.0,55.0,-0.57%,0.0,797.0,8250.0,0.0,257.0,,,437350
908.0,ACE 미국WideMoat가치주,18840.0,125.0,+0.67%,0.0,791.0,4200.0,0.13,9950.0,,,309230
909.0,영흥,778.0,15.0,+1.97%,500.0,788.0,101310.0,0.44,229950.0,10.24,3.58,012160
910.0,우진플라임,3915.0,15.0,-0.38%,500.0,783.0,20000.0,6.59,37451.0,2.58,31.51,049800
911.0,인팩,7810.0,450.0,+6.11%,500.0,781.0,10000.0,0.64,379909.0,15.81,3.1,023810
912.0,유니온,5000.0,30.0,-0.60%,500.0,781.0,15612.0,0.6,163296.0,-2.56,6.87,000910
913.0,화승알앤에이,4100.0,10.0,-0.24%,500.0,779.0,18994.0,0.5,197179.0,7.33,,378850
914.0,세원정공,7700.0,50.0,-0.65%,500.0,770.0,10000.0,15.05,18191.0,-9.72,-2.52,021820
915.0,핸즈코퍼레이션,3510.0,100.0,-2.77%,500.0,767.0,21863.0,0.25,52315.0,-0.92,-22.08,143210
916.0,아센디오,907.0,10.0,-1.09%,500.0,767.0,84591.0,0.0,164956.0,-7.5,-20.06,012170
917.0,미래에셋맵스리츠,3815.0,25.0,-0.65%,1000.0,767.0,20100.0,0.65,20234.0,40.16,1.4,357250
918.0,신한 인버스 2X WTI원유 선물 ETN(H),120.0,5.0,-4.00%,0.0,760.0,633000.0,0.0,5086356.0,,,500027
919.0,영보화학,3790.0,20.0,+0.53%,500.0,758.0,20000.0,52.08,104460.0,16.48,2.31,014440
920.0,웰바이오텍,1138.0,12.0,-1.04%,500.0,756.0,66432.0,1.54,322342.0,-6.62,-75.72,010600
921.0,국보,712.0,5.0,+0.71%,500.0,754.0,105911.0,0.47,394569.0,-3.87,-57.13,001140
922.0,엔케이,939.0,1.0,-0.11%,500.0,751.0,79983.0,2.02,83513.0,6.9,11.62,085310
923.0,ARIRANG 신흥국MSCI(합성 H),9350.0,55.0,+0.59%,0.0,750.0,8020.0,0.0,34071.0,,,195980
924.0,대호에이엘,1438.0,17.0,+1.20%,500.0,748.0,52004.0,2.92,244046.0,359.5,-6.31,069460
925.0,한국종합기술,6800.0,60.0,+0.89%,500.0,745.0,10950.0,0.5,46761.0,7.61,7.89,023350
926.0,HANARO 200 TOP10,8270.0,95.0,+1.16%,0.0,744.0,9000.0,0.0,79.0,,,407310
927.0,대우부품,1554.0,3.0,+0.19%,500.0,740.0,47646.0,0.94,93706.0,-19.19,-0.12,009320
928.0,유성기업,2850.0,0.0,0.00%,500.0,740.0,25948.0,10.91,23191.0,8.99,2.97,002920
929.0,TIGER 소프트웨어,10030.0,70.0,+0.70%,0.0,738.0,7360.0,0.47,166936.0,,,157490
930.0,KODEX 차이나2차전지MSCI(합성),8765.0,95.0,-1.07%,0.0,736.0,8400.0,2.94,31841.0,,,419430
931.0,TIGER KRX바이오K-뉴딜,5795.0,10.0,+0.17%,0.0,736.0,12700.0,0.05,184521.0,,,364970
932.0,전방,43800.0,250.0,+0.57%,5000.0,736.0,1680.0,0.38,6188.0,-8.77,0.11,000950
933.0,KBSTAR 고배당,11740.0,20.0,-0.17%,0.0,734.0,6250.0,0.01,11810.0,,,266160
934.0,부국철강,3655.0,70.0,+1.95%,500.0,731.0,20000.0,1.87,85125.0,9.09,7.53,026940
935.0,SG글로벌,1625.0,5.0,+0.31%,500.0,731.0,44964.0,1.35,81236.0,-12.31,-4.45,001380
936.0,두산2우B,81400.0,100.0,-0.12%,5000.0,727.0,893.0,0.13,207.0,-16.44,,000157
937.0,CS홀딩스,62800.0,100.0,-0.16%,5000.0,725.0,1154.0,3.5,741.0,3.82,5.87,000590
938.0,문배철강,3535.0,5.0,-0.14%,500.0,725.0,20504.0,1.98,156899.0,3.43,19.37,008420
939.0,삼일씨엔에스,5690.0,30.0,-0.52%,1000.0,724.0,12732.0,0.37,8250.0,20.04,,004440
940.0,TIGER 경기방어,9185.0,40.0,+0.44%,0.0,724.0,7880.0,0.0,7971.0,,,139280
941.0,우성,23400.0,100.0,-0.43%,5000.0,723.0,3090.0,1.32,2978.0,-3.38,-3.32,006980
942.0,티웨이홀딩스,660.0,4.0,+0.61%,500.0,723.0,109472.0,1.25,268318.0,1.61,-118.36,004870
943.0,세하,1254.0,6.0,-0.48%,1000.0,722.0,57563.0,0.51,24774.0,9.5,11.03,027970
